INSTNM,CITY,STABBR,CONTROL,REGION,ADM_RATE,SAT_AVG,PCTPELL,C150_4,RET_FT4,PCTFLOAN,DEBT_MDN,LOAN_EVER,MD_FAMINC,MD_EARN,LOCALE,CCBASIC,CCUGPROF,CCSIZSET,COSTT4,cost_to_earnings,SIZE,SETTING,FTIME,SEL,TRNS
Northern Kentucky University,Highland Heights,KY,Public,Southeast,0.6922,1003.0,0.2244,0.3247,0.6699,0.4971,7788.0,0.917798913,47050.0,38000.0,Suburb: Large,Doctoral/Professional Universities,"full-time, selective, higher transfer-in","large, primarily nonresidential",15356.0,0.40410526315789475,large,primarily nonresidential,full-time,selective,higher transfer-in
University of Pikeville,Pikeville,KY,Private nonprofit,Southeast,,,0.4955,0.3537,0.5185,0.6226,8250.0,0.8363273453,30259.0,35500.0,Town: Remote,Doctoral/Professional Universities,"full-time, inclusive, higher transfer-in","small, highly residential",25143.0,0.7082535211267605,small,highly residential,full-time,inclusive,higher transfer-in
Spalding University,Louisville,KY,Private nonprofit,Southeast,0.4643,950.0,0.4163,0.6406,0.7059,0.7729,12500.0,0.9503267974,29446.0,44100.0,City: Large,Master's Colleges & Universities: Larger Programs,"full-time, inclusive, higher transfer-in","small, primarily residential",28414.0,0.6443083900226757,small,primarily residential,full-time,inclusive,higher transfer-in
Thomas More University,Crestview Hills,KY,Private nonprofit,Southeast,0.929,1036.0,0.174,0.5041,0.6859,0.5305,10839.0,0.9613130129,59800.0,47600.0,Suburb: Large,Master's Colleges & Universities: Small Programs,"full-time, inclusive, lower transfer-in","small, primarily residential",32163.0,0.6756932773109243,small,primarily residential,full-time,inclusive,lower transfer-in
Transylvania University,Lexington,KY,Private nonprofit,Southeast,0.8137,1182.0,0.2038,0.7508,0.8222,0.5967,16500.0,0.9550561798,69750.0,42500.0,City: Large,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, more selective, lower transfer-in","very small, highly residential",33398.0,0.7858352941176471,very small,highly residential,full-time,more selective,lower transfer-in
Union College,Barbourville,KY,Private nonprofit,Southeast,0.2795,910.0,0.5403,0.2692,0.5473,0.8156,9500.0,0.9672330097,30703.5,39300.0,Town: Remote,Master's Colleges & Universities: Small Programs,"full-time, inclusive, higher transfer-in","small, primarily residential",26465.0,0.6734096692111959,small,primarily residential,full-time,inclusive,higher transfer-in
Western Kentucky University,Bowling Green,KY,Public,Southeast,0.9416,990.0,0.3283,0.438,0.7366,0.5168,7750.0,0.9035709992,36000.0,36300.0,City: Small,Doctoral/Professional Universities,"full-time, inclusive, lower transfer-in","large, primarily residential",15077.0,0.4153443526170799,large,primarily residential,full-time,inclusive,lower transfer-in
Centenary College of Louisiana,Shreveport,LA,Private nonprofit,Southeast,0.5431,1122.0,0.2133,0.6193,0.7439,0.4589,9500.0,0.8970251716,58249.0,44200.0,City: Midsize,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, selective, lower transfer-in","very small, highly residential",31946.0,0.7227601809954751,very small,highly residential,full-time,selective,lower transfer-in
Dillard University,New Orleans,LA,Private nonprofit,Southeast,0.4758,859.0,0.6816,0.2797,0.6994,0.8531,13500.0,0.9504373178,20853.0,35900.0,City: Large,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, inclusive, lower transfer-in","small, highly residential",24878.0,0.6929805013927577,small,highly residential,full-time,inclusive,lower transfer-in
Grambling State University,Grambling,LA,Public,Southeast,0.3326,851.0,0.6351,0.2975,0.5553,0.8295,9500.0,0.9739336493,23345.0,28200.0,Town: Distant,Master's Colleges & Universities: Larger Programs,"full-time, inclusive, lower transfer-in","medium, highly residential",15411.0,0.5464893617021277,medium,highly residential,full-time,inclusive,lower transfer-in
Louisiana State University Health Sciences Center-New Orleans,New Orleans,LA,Public,Southeast,,,0.173,,,0.5459,13000.0,0.9426229508,31807.0,67400.0,City: Large,Special Focus Four-Year: Medical Schools & Centers,"full-time, inclusive, higher transfer-in","small, highly residential",,,small,highly residential,full-time,inclusive,higher transfer-in
Louisiana State University-Alexandria,Alexandria,LA,Public,Southeast,0.7461,990.0,0.3348,0.1208,0.5308,0.3816,6513.0,0.758383491,25202.0,32900.0,Rural: Fringe,Baccalaureate Colleges: Diverse Fields,"medium full-time, inclusive, higher transfer-in","small, primarily nonresidential",12323.0,0.37455927051671734,small,primarily nonresidential,medium full-time,inclusive,higher transfer-in
Louisiana State University and Agricultural & Mechanical College,Baton Rouge,LA,Public,Southeast,0.7349,1166.0,0.1487,0.6079,0.8358,0.2803,10500.0,0.8425309229,53481.0,46700.0,City: Midsize,Doctoral Universities: Very High Research Activity,"full-time, selective, lower transfer-in","large, primarily residential",16955.0,0.3630620985010707,large,primarily residential,full-time,selective,lower transfer-in
Louisiana State University-Shreveport,Shreveport,LA,Public,Southeast,0.7565,1036.0,0.2729,0.2,0.6229,0.3562,7500.0,0.8139797069,25599.5,37700.0,City: Midsize,Master's Colleges & Universities: Larger Programs,"medium full-time, selective, higher transfer-in","medium, primarily nonresidential",11442.0,0.30350132625994697,medium,primarily nonresidential,medium full-time,selective,higher transfer-in
Louisiana Christian University,Pineville,LA,Private nonprofit,Southeast,0.5133,972.0,0.3423,0.4511,0.6547,0.5407,9500.0,0.8913738019,38350.5,40100.0,Suburb: Small,Master's Colleges & Universities: Small Programs,"full-time, inclusive, lower transfer-in","very small, highly residential",20267.0,0.5054114713216957,very small,highly residential,full-time,inclusive,lower transfer-in
Louisiana Tech University,Ruston,LA,Public,Southeast,0.628,1068.0,0.2003,0.4553,0.7424,0.5021,8384.5,0.8556862745,41579.0,42400.0,Town: Distant,Doctoral Universities: High Research Activity,"full-time, selective, lower transfer-in","medium, primarily residential",15034.0,0.3545754716981132,medium,primarily residential,full-time,selective,lower transfer-in
Loyola University New Orleans,New Orleans,LA,Private nonprofit,Southeast,0.5841,1214.0,0.2085,0.5915,0.802,0.2092,12000.0,0.9480712166,55632.5,45400.0,City: Large,Doctoral/Professional Universities,"full-time, selective, lower transfer-in","medium, primarily residential",40182.0,0.8850660792951542,medium,primarily residential,full-time,selective,lower transfer-in
McNeese State University,Lake Charles,LA,Public,Southeast,0.773,991.0,0.2949,0.3506,0.6717,0.3611,5512.5,0.7891134289,30080.5,37700.0,City: Small,Master's Colleges & Universities: Larger Programs,"full-time, selective, lower transfer-in","medium, primarily nonresidential",12137.0,0.3219363395225464,medium,primarily nonresidential,full-time,selective,lower transfer-in
University of New Orleans,New Orleans,LA,Public,Southeast,0.5709,1040.0,0.2697,0.2086,0.6876,0.3682,6500.0,0.8064230996,26673.5,38800.0,City: Large,Doctoral Universities: High Research Activity,"full-time, inclusive, higher transfer-in","medium, primarily residential",13230.0,0.340979381443299,medium,primarily residential,full-time,inclusive,higher transfer-in
Nicholls State University,Thibodaux,LA,Public,Southeast,0.782,990.0,0.2873,0.2919,0.6897,0.3901,6500.0,0.8400763359,33396.0,37900.0,City: Small,Master's Colleges & Universities: Medium Programs,"full-time, inclusive, lower transfer-in","medium, primarily nonresidential",14370.0,0.379155672823219,medium,primarily nonresidential,full-time,inclusive,lower transfer-in
University of Louisiana at Monroe,Monroe,LA,Public,Southeast,0.7413,1010.0,0.3272,0.3048,0.72,0.6305,7718.0,0.8391959799,28237.0,35000.0,City: Small,Doctoral/Professional Universities,"full-time, selective, lower transfer-in","medium, primarily residential",13256.0,0.37874285714285716,medium,primarily residential,full-time,selective,lower transfer-in
Northwestern State University of Louisiana,Natchitoches,LA,Public,Southeast,0.809,970.0,0.3198,0.2952,0.6915,0.4431,6896.0,0.851862069,30146.0,35300.0,Town: Remote,Master's Colleges & Universities: Larger Programs,"medium full-time, inclusive, higher transfer-in","medium, primarily nonresidential",13881.0,0.3932294617563739,medium,primarily nonresidential,medium full-time,inclusive,higher transfer-in
University of Holy Cross,New Orleans,LA,Private nonprofit,Southeast,,,0.3474,0.2982,0.5244,0.5655,9500.0,0.9503546099,25670.0,43400.0,City: Large,Master's Colleges & Universities: Small Programs,"medium full-time, selective, higher transfer-in","very small, primarily nonresidential",8540.0,0.1967741935483871,very small,primarily nonresidential,medium full-time,selective,higher transfer-in
Franciscan Missionaries of Our Lady University,Baton Rouge,LA,Private nonprofit,Southeast,0.8787,970.0,0.3036,0.1216,1.0,0.5878,11139.0,0.9441489362,28115.5,47800.0,City: Midsize,Special Focus Four-Year: Other Health Professions Schools,higher part-time,"very small, primarily nonresidential",15450.0,0.32322175732217573,very small,primarily nonresidential,higher part-time,,
Southeastern Louisiana University,Hammond,LA,Public,Southeast,0.4858,1010.0,0.2761,0.3068,0.6746,0.3957,6967.0,0.8315236427,34216.5,36300.0,City: Small,Master's Colleges & Universities: Larger Programs,"full-time, inclusive, lower transfer-in","large, primarily nonresidential",13269.0,0.3655371900826446,large,primarily nonresidential,full-time,inclusive,lower transfer-in
Southern University and A & M College,Baton Rouge,LA,Public,Southeast,0.5698,890.0,0.5827,0.3027,0.7166,0.6912,10063.0,0.913147139,22677.0,33000.0,City: Midsize,Doctoral Universities: High Research Activity,"full-time, inclusive, lower transfer-in","medium, highly residential",13385.0,0.4056060606060606,medium,highly residential,full-time,inclusive,lower transfer-in
Southern University at New Orleans,New Orleans,LA,Public,Southeast,,,0.5544,0.0773,0.4689,0.4349,5500.0,0.7957371226,16140.0,29400.0,City: Large,Master's Colleges & Universities: Medium Programs,"medium full-time, inclusive, higher transfer-in","small, primarily residential",11755.0,0.3998299319727891,small,primarily residential,medium full-time,inclusive,higher transfer-in
University of Louisiana at Lafayette,Lafayette,LA,Public,Southeast,0.6718,1030.0,0.2546,0.4216,0.7582,0.3319,7000.0,0.7644593462,34057.5,38100.0,City: Midsize,Doctoral Universities: Very High Research Activity,"full-time, selective, lower transfer-in","large, primarily residential",10177.0,0.26711286089238845,large,primarily residential,full-time,selective,lower transfer-in
Tulane University of Louisiana,New Orleans,LA,Private nonprofit,Southeast,0.2647,1320.0,0.1305,0.7342,0.9071,0.36,11250.0,0.9319371728,57127.5,53200.0,City: Large,Doctoral Universities: Very High Research Activity,"full-time, more selective, lower transfer-in","large, primarily residential",50030.0,0.9404135338345865,large,primarily residential,full-time,more selective,lower transfer-in
Xavier University of Louisiana,New Orleans,LA,Private nonprofit,Southeast,0.669,978.0,0.5122,0.458,0.6895,0.705,12625.0,0.9443498012,30380.0,48800.0,City: Large,Master's Colleges & Universities: Medium Programs,"full-time, selective, lower transfer-in","medium, highly residential",20845.0,0.4271516393442623,medium,highly residential,full-time,selective,lower transfer-in
College of the Atlantic,Bar Harbor,ME,Private nonprofit,New England,0.7485,,0.2685,0.6094,0.8116,0.6019,13000.5,,44619.0,30100.0,Town: Remote,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, selective, lower transfer-in","very small, highly residential",41637.0,1.3832890365448505,very small,highly residential,full-time,selective,lower transfer-in
Bates College,Lewiston,ME,Private nonprofit,New England,0.2694,,0.0816,0.9055,0.9442,0.3119,11625.0,0.9108433735,91845.0,51700.0,City: Small,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, more selective, lower transfer-in","small, highly residential",51400.0,0.9941972920696325,small,highly residential,full-time,more selective,lower transfer-in
Bowdoin College,Brunswick,ME,Private nonprofit,New England,0.1941,1407.0,0.1271,0.944,0.959,0.1526,8278.0,0.7923076923,72546.0,52400.0,Town: Fringe,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, more selective, lower transfer-in","small, highly residential",50570.0,0.9650763358778626,small,highly residential,full-time,more selective,lower transfer-in
Colby College,Waterville,ME,Private nonprofit,New England,0.3417,1344.0,0.0747,0.8795,0.9419,0.2588,12625.0,0.9155672823,91291.0,57800.0,Town: Remote,Baccalaureate Colleges: Arts & Sciences Focus,"full-time, more selective, lower transfer-in","small, highly residential",50120.0,0.8671280276816609,small,highly residential,full-time,more selective,lower transfer-in
University of Maine at Augusta,Augusta,ME,Public,New England,,,0.4306,0.1365,0.5225,0.5038,4500.0,0.8360027855,21013.0,28900.0,Town: Distant,Baccalaureate Colleges: Diverse Fields,higher part-time,"small, primarily nonresidential",13522.0,0.4678892733564014,small,primarily nonresidential,higher part-time,,
University of Maine at Farmington,Farmington,ME,Public,New England,0.6798,,0.3256,0.6162,0.7026,0.721,14375.0,0.9441201001,50419.0,33600.0,Town: Remote,Baccalaureate Colleges: Diverse Fields,"full-time, inclusive, lower transfer-in","small, highly residential",18390.0,0.5473214285714286,small,highly residential,full-time,inclusive,lower transfer-in
University of Maine at Fort Kent,Fort Kent,ME,Public,New England,,,0.226,0.3571,0.7582,0.3412,9241.5,0.8692098093,36386.0,30800.0,Rural: Remote,Baccalaureate Colleges: Diverse Fields,"medium full-time, inclusive, higher transfer-in","very small, primarily residential",14817.0,0.4810714285714286,very small,primarily residential,medium full-time,inclusive,higher transfer-in
University of Maine,Orono,ME,Public,New England,0.7723,1077.0,0.2441,0.5822,0.7887,0.6104,11625.0,0.9462721893,56713.0,40300.0,Suburb: Small,Doctoral Universities: Very High Research Activity,"full-time, inclusive, lower transfer-in","medium, primarily residential",20308.0,0.5039205955334988,medium,primarily residential,full-time,inclusive,lower transfer-in
Maine Maritime Academy,Castine,ME,Public,New England,0.6234,1000.0,0.2452,0.6667,0.7888,0.5573,15375.0,,65571.0,81900.0,Rural: Distant,Baccalaureate Colleges: Diverse Fields,"full-time, inclusive, lower transfer-in","very small, highly residential",20205.0,0.24670329670329672,very small,highly residential,full-time,inclusive,lower transfer-in
University of Maine at Presque Isle,Presque Isle,ME,Public,New England,,,0.2887,0.3317,0.6684,0.3801,6500.0,0.853046595,33948.5,31700.0,Rural: Fringe,Baccalaureate Colleges: Diverse Fields,"medium full-time, inclusive, higher transfer-in","very small, primarily residential",14627.0,0.46141955835962145,very small,primarily residential,medium full-time,inclusive,higher transfer-in
University of New England,Biddeford,ME,Private nonprofit,New England,0.8027,1067.0,0.1975,0.5211,0.7692,0.7353,14625.0,0.988045007,66118.5,47700.0,Suburb: Midsize,Doctoral Universities: High Research Activity,"full-time, inclusive, lower transfer-in","medium, highly residential",40955.0,0.8585953878406709,medium,highly residential,full-time,inclusive,lower transfer-in
Maine College of Art & Design,Portland,ME,Private nonprofit,New England,0.9718,1016.0,0.2757,0.4396,0.7282,0.8006,12500.0,,49075.0,26600.0,City: Small,"Special Focus Four-Year: Arts, Music & Design Schools","full-time, selective, lower transfer-in","very small, highly residential",39046.0,1.4678947368421054,very small,highly residential,full-time,selective,lower transfer-in
Saint Joseph's College of Maine,Standish,ME,Private nonprofit,New England,0.8136,970.0,0.1239,0.5861,0.8137,0.4756,13000.0,0.9776315789,68039.0,38700.0,Rural: Fringe,Master's Colleges & Universities: Larger Programs,"medium full-time, selective, lower transfer-in","small, primarily residential",37353.0,0.9651937984496124,small,primarily residential,medium full-time,selective,lower transfer-in
University of Southern Maine,Portland,ME,Public,New England,0.8352,1003.0,0.2444,0.3702,0.6502,0.5524,8500.0,0.9363789238,44576.0,36700.0,City: Small,Master's Colleges & Universities: Larger Programs,"medium full-time, inclusive, higher transfer-in","medium, primarily nonresidential",20118.0,0.548174386920981,medium,primarily nonresidential,medium full-time,inclusive,higher transfer-in
Thomas College,Waterville,ME,Private nonprofit,New England,0.8172,930.0,0.3677,0.4207,0.6602,0.7976,9250.0,0.9766536965,43397.5,35000.0,Rural: Fringe,Master's Colleges & Universities: Small Programs,"full-time, inclusive, lower transfer-in","very small, highly residential",30182.0,0.8623428571428572,very small,highly residential,full-time,inclusive,lower transfer-in
Unity College,New Gloucester,ME,Private nonprofit,New England,0.7711,,0.2904,0.5422,0.7439,0.8088,12375.0,,57338.0,34600.0,Rural: Remote,Master's Colleges & Universities: Small Programs,"full-time, inclusive, higher transfer-in","small, primarily nonresidential",29874.0,0.8634104046242774,small,primarily nonresidential,full-time,inclusive,higher transfer-in
University of Baltimore,Baltimore,MD,Public,Mid East,0.6524,955.0,0.3257,,0.816,0.5705,9500.0,0.8910838227,27790.0,56500.0,City: Large,Master's Colleges & Universities: Larger Programs,higher part-time,"small, primarily nonresidential",16548.0,0.2928849557522124,small,primarily nonresidential,higher part-time,,
